Date,Store,Product,Price,Quantity,Total Sales
2025-10-26,Super Meats,Sausage,$134.86,18,"$2,427.48"
2025-10-11,North Butcher,Chicken,$217.30,11,"$2,390.30"
2025-06-23,Fine Cuts MX,Sausage,$90.53,13,"$1,176.89"
2025-12-18,Happy Cow,Skirt Steak,$163.40,1,$163.40
2025-08-23,Super Meats,Ribs,$148.24,12,"$1,778.88"
2025-07-22,The Little Bull,Beef,$124.46,9,"$1,120.14"
2026-01-16,The Little Bull,Pork,$126.87,9,"$1,141.83"
2026-01-05,Happy Cow,Beef,$200.74,16,"$3,211.84"
2026-01-20,The Little Bull,Pork,$229.71,6,"$1,378.26"
2026-04-08,Fine Cuts MX,Beef,$155.18,7,"$1,086.26"
2025-08-15,Fine Cuts MX,Pork,$48.29,15,$724.35
2026-04-25,Fine Cuts MX,Pork,$87.89,2,
2025-05-13,The Little Bull,Ribs,$61.73,18,"$1,111.14"
2025-11-30,North Butcher,Chicken,$237.05,12,"$2,844.60"
2025-09-10,Happy Cow,Unknown,$210.91,13,"$2,741.83"
2025-07-24,The Little Bull,Pork,$201.23,7,"$1,408.61"
2025-08-20,Fine Cuts MX,Ribs,$113.93,16,"$1,822.88"
2025-07-04,The Little Bull,Skirt Steak,$177.38,16,"$2,838.08"
2025-12-20,North Butcher,Unknown,$156.81,14,"$2,195.34"
2025-09-02,The Little Bull,Chicken,$185.26,7,"$1,296.82"
2025-05-03,The Little Bull,Ribs,$150.21,4,$600.84
2025-05-08,The Little Bull,Skirt Steak,$145.44,8,"$1,163.52"
2025-04-27,Fine Cuts MX,Beef,$161.64,14,"$2,262.96"
2025-12-16,Super Meats,Chicken,$93.24,6,$559.44
2025-09-11,North Butcher,Pork,$111.98,11,"$1,231.78"
2026-02-15,Super Meats,Sausage,$130.32,,"$1,824.48"
2025-06-17,Happy Cow,Skirt Steak,$194.91,15,"$2,923.65"
2025-10-04,Super Meats,Beef,$210.41,9,
2026-03-24,Happy Cow,Chicken,$72.81,14,"$1,019.34"
2025-09-19,Happy Cow,Beef,$178.36,16,"$2,853.76"
2026-04-17,Happy Cow,Beef,$218.02,13,"$2,834.26"
2025-10-27,The Little Bull,Beef,$190.17,3,$570.51
2025-10-27,Fine Cuts MX,Ribs,$192.59,8,"$1,540.72"
2025-06-15,Happy Cow,Pork,$205.74,7,"$1,440.18"
2026-03-15,Fine Cuts MX,Sausage,$197.08,1,$197.08
2025-05-10,Super Meats,Sausage,$208.82,13,"$2,714.66"
2025-05-07,North Butcher,Ribs,$157.89,12,"$1,894.68"
2025-06-14,North Butcher,Chicken,$165.45,9,"$1,489.05"
2025-10-01,Fine Cuts MX,Sausage,$134.24,8,"$1,073.92"
2025-05-15,Super Meats,Sausage,$163.40,1,$163.40
2025-08-25,Happy Cow,Sausage,$87.48,9,$787.32
2026-02-14,Super Meats,Skirt Steak,$160.54,16,"$2,568.64"
2025-10-05,Fine Cuts MX,Pork,$188.73,17,"$3,208.41"
2025-07-30,Happy Cow,Pork,$158.96,7,"$1,112.72"
2025-07-23,North Butcher,Unknown,$145.97,5,$729.85
2025-04-26,North Butcher,Sausage,$189.98,5,$949.90
2025-11-06,North Butcher,Unknown,$147.70,4,$590.80
2025-11-28,Super Meats,Chicken,$130.32,7,$912.24
2026-01-06,Happy Cow,Ribs,$225.75,10,"$2,257.50"
2025-08-17,Happy Cow,Ribs,$58.08,4,$232.32
2025-06-20,Happy Cow,Pork,$201.96,6,
,The Little Bull,Skirt Steak,$176.50,7,"$1,235.50"
2025-08-07,North Butcher,Ribs,$171.90,12,"$2,062.80"
2025-12-19,North Butcher,Sausage,$169.16,11,"$1,860.76"
2025-11-04,Happy Cow,Skirt Steak,$105.81,9,$952.29
2025-12-23,North Butcher,Chicken,$190.59,11,"$2,096.49"
2025-10-31,Fine Cuts MX,Skirt Steak,$166.60,4,$666.40
2025-10-15,Fine Cuts MX,Ribs,$114.33,4,$457.32
2025-11-21,Fine Cuts MX,Sausage,$74.67,18,"$1,344.06"
2026-01-15,The Little Bull,Pork,$125.63,18,"$2,261.34"
2026-01-23,The Little Bull,Pork,$98.73,17,"$1,678.41"
2025-09-12,Happy Cow,Sausage,$183.49,15,"$2,752.35"
2025-07-11,Fine Cuts MX,Ribs,$181.07,3,$543.21
2026-03-23,Super Meats,Skirt Steak,$87.88,15,"$1,318.20"
2025-04-27,The Little Bull,Skirt Steak,$64.96,10,$649.60
,North Butcher,Beef,$115.95,10,"$1,159.50"
2025-06-13,Super Meats,Ribs,$160.58,1,$160.58
2025-09-13,Fine Cuts MX,Skirt Steak,$161.96,15,"$2,429.40"
2025-04-26,Super Meats,Skirt Steak,$147.38,11,"$1,621.18"
2025-07-09,Unknown,Pork,$202.86,7,"$1,420.02"
2025-12-31,North Butcher,Sausage,$171.59,10,"$1,715.90"
2025-10-04,North Butcher,Pork,$68.95,11,$758.45
2025-06-14,Fine Cuts MX,Pork,$88.02,4,$352.08
2026-04-13,Fine Cuts MX,Ribs,$58.12,2,$116.24
2025-08-18,Fine Cuts MX,Chicken,$65.78,11,$723.58
2025-05-01,Happy Cow,Skirt Steak,$230.87,12,"$2,770.44"
2025-08-30,Happy Cow,Beef,$234.62,16,"$3,753.92"
2025-08-09,Unknown,Sausage,$33.70,19,$640.30
2025-12-16,North Butcher,Ribs,$144.44,18,"$2,599.92"
,The Little Bull,Pork,$149.64,2,$299.28
2025-05-05,Fine Cuts MX,Sausage,$93.68,10,$936.80
2026-03-03,The Little Bull,Sausage,$191.37,13,"$2,487.81"
2025-06-01,North Butcher,Skirt Steak,$139.65,15,
,Super Meats,Chicken,$240.48,5,"$1,202.40"
2025-11-17,Fine Cuts MX,Ribs,$99.19,10,$991.90
2025-08-29,Happy Cow,Ribs,$150.60,17,"$2,560.20"
2026-03-08,Super Meats,Ribs,$134.62,8,"$1,076.96"
2026-01-18,The Little Bull,Ribs,$93.98,12,"$1,127.76"
2025-12-09,Fine Cuts MX,Skirt Steak,$112.26,15,"$1,683.90"
,Fine Cuts MX,Chicken,$155.01,2,$310.02
2025-09-16,Super Meats,Chicken,$263.40,10,"$2,634.00"
2025-08-03,Fine Cuts MX,Beef,$207.80,12,"$2,493.60"
2025-08-01,The Little Bull,Chicken,$202.61,12,"$2,431.32"
2025-07-02,Fine Cuts MX,Ribs,$181.43,11,"$1,995.73"
2025-11-28,Super Meats,Chicken,$92.82,8,$742.56
2025-07-01,Fine Cuts MX,Ribs,$147.63,,"$1,623.93"
2025-06-17,North Butcher,Chicken,$160.51,3,$481.53
2025-09-21,Fine Cuts MX,Sausage,$116.34,15,"$1,745.10"
2025-07-15,Fine Cuts MX,Pork,$179.93,10,"$1,799.30"
2025-07-19,Fine Cuts MX,Skirt Steak,$117.29,16,"$1,876.64"
2026-02-28,Fine Cuts MX,Sausage,$119.22,11,"$1,311.42"
2025-05-15,North Butcher,Sausage,$188.17,13,"$2,446.21"
2025-05-20,North Butcher,Ribs,$122.30,6,$733.80
2025-08-14,Super Meats,Skirt Steak,$149.43,9,"$1,344.87"
,Super Meats,Beef,$204.85,13,"$2,663.05"
2025-09-01,The Little Bull,Chicken,$123.85,10,"$1,238.50"
2025-06-07,Super Meats,Beef,$185.73,17,"$3,157.41"
2025-12-26,The Little Bull,Beef,$88.58,19,"$1,683.02"
2025-08-08,Happy Cow,Chicken,$147.06,7,"$1,029.42"
2025-08-26,Happy Cow,Pork,$135.65,5,$678.25
2025-12-27,The Little Bull,Skirt Steak,$207.52,16,"$3,320.32"
2026-02-20,The Little Bull,Chicken,$128.55,1,$128.55
2025-08-15,Fine Cuts MX,Ribs,$198.24,15,"$2,973.60"
2025-07-27,Happy Cow,Beef,$118.08,6,$708.48
2025-10-27,The Little Bull,Pork,$137.90,6,
2026-03-19,Happy Cow,Pork,$99.05,1,$99.05
2025-12-19,North Butcher,Beef,$69.74,6,$418.44
2025-05-25,The Little Bull,Pork,$150.20,8,"$1,201.60"
2026-01-28,Happy Cow,Chicken,$120.43,,"$1,565.59"
2026-03-19,Unknown,Chicken,,18,"$2,907.00"
2025-08-29,The Little Bull,Beef,$156.17,10,"$1,561.70"
2025-10-22,The Little Bull,Ribs,$147.42,9,"$1,326.78"
,The Little Bull,Sausage,$173.18,14,"$2,424.52"
2026-04-20,The Little Bull,Sausage,$177.40,8,"$1,419.20"
2026-03-25,The Little Bull,Beef,$182.69,13,"$2,374.97"
2025-06-10,North Butcher,Skirt Steak,$138.26,7,$967.82
2025-07-20,Happy Cow,Ribs,$136.16,13,"$1,770.08"
,Fine Cuts MX,Beef,$116.41,1,$116.41
2025-11-23,Fine Cuts MX,Skirt Steak,$144.53,4,$578.12
2025-06-06,Happy Cow,Beef,$116.24,2,$232.48
2025-10-17,North Butcher,Ribs,$189.26,9,"$1,703.34"
2025-04-29,Happy Cow,Chicken,$69.61,12,$835.32
2025-07-30,Fine Cuts MX,Pork,$185.37,19,"$3,522.03"
2026-02-16,Happy Cow,Beef,$188.85,8,"$1,510.80"
2025-12-18,Fine Cuts MX,Unknown,$134.25,17,"$2,282.25"
2026-01-11,North Butcher,Beef,,16,"$4,039.04"
2026-01-30,Fine Cuts MX,Pork,$68.73,16,"$1,099.68"
2025-07-01,The Little Bull,Ribs,$129.64,11,"$1,426.04"
2026-01-10,Super Meats,Skirt Steak,$199.43,2,$398.86
2026-04-15,Super Meats,Unknown,$168.39,8,"$1,347.12"
2025-06-17,The Little Bull,Ribs,$128.17,2,
2025-08-22,Happy Cow,Pork,$132.87,8,"$1,062.96"
2026-03-13,The Little Bull,Pork,$114.42,5,$572.10
2025-09-07,Happy Cow,Chicken,$68.51,2,$137.02
2025-06-10,Happy Cow,Ribs,$118.30,15,"$1,774.50"
2025-09-09,Happy Cow,Chicken,$93.08,17,"$1,582.36"
2025-12-29,North Butcher,Skirt Steak,$114.43,17,"$1,945.31"
2025-09-17,Super Meats,Chicken,$155.86,1,$155.86
2025-07-28,North Butcher,Pork,$193.76,13,"$2,518.88"
2025-08-06,Fine Cuts MX,Skirt Steak,$222.96,19,"$4,236.24"
2026-02-27,Super Meats,Beef,$104.30,17,"$1,773.10"
2026-02-15,Unknown,Beef,$180.61,16,"$2,889.76"
2025-07-12,North Butcher,Ribs,$243.72,13,"$3,168.36"
2026-03-22,North Butcher,Beef,$238.47,15,"$3,577.05"
2025-12-16,North Butcher,Sausage,$159.98,17,"$2,719.66"
2025-07-24,The Little Bull,Sausage,$165.82,14,"$2,321.48"
2025-11-28,North Butcher,Skirt Steak,$126.84,1,$126.84
2025-08-23,Fine Cuts MX,Sausage,$155.13,19,"$2,947.47"
2026-04-18,Happy Cow,Chicken,$135.11,,$540.44
2025-12-15,North Butcher,Pork,$204.83,6,"$1,228.98"
2025-10-22,The Little Bull,Ribs,$49.35,7,$345.45
2025-11-23,North Butcher,Ribs,$203.06,10,"$2,030.60"
2026-01-05,Super Meats,Pork,$128.33,,"$2,181.61"
2025-07-26,Super Meats,Skirt Steak,$58.15,16,$930.40
2025-06-15,Happy Cow,Sausage,$64.14,4,$256.56
2025-05-21,North Butcher,Skirt Steak,$116.11,14,"$1,625.54"
2025-07-21,Super Meats,Beef,$133.23,18,"$2,398.14"
2025-05-25,Fine Cuts MX,Beef,$183.42,15,"$2,751.30"
,North Butcher,Sausage,$65.74,16,"$1,051.84"
2026-03-20,Happy Cow,Skirt Steak,$151.71,15,"$2,275.65"
2025-09-23,Happy Cow,Pork,$65.96,17,"$1,121.32"
2026-02-26,Super Meats,Chicken,$35.30,7,$247.10
2026-03-11,The Little Bull,Pork,,18,"$2,353.14"
2025-12-16,Happy Cow,Unknown,$46.43,13,$603.59
2025-07-04,Unknown,Sausage,$90.57,18,"$1,630.26"
2025-12-06,Happy Cow,Ribs,$249.44,,"$1,995.52"
2025-07-04,The Little Bull,Pork,$125.82,4,
2025-09-26,Happy Cow,Beef,$137.66,3,$412.98
2025-08-07,North Butcher,Ribs,$178.81,13,"$2,324.53"
2025-12-19,North Butcher,Beef,$140.02,13,"$1,820.26"
2026-03-03,Super Meats,Ribs,$119.12,16,"$1,905.92"
2025-06-08,The Little Bull,Chicken,$185.81,12,"$2,229.72"
2026-02-15,North Butcher,Skirt Steak,$254.39,13,"$3,307.07"
2026-04-21,North Butcher,Ribs,$128.68,11,"$1,415.48"
2025-12-11,Happy Cow,Sausage,$153.25,14,"$2,145.50"
,Fine Cuts MX,Pork,$249.00,18,"$4,482.00"
2025-08-04,The Little Bull,Beef,$182.12,8,"$1,456.96"
2026-02-05,North Butcher,Chicken,$150.70,6,$904.20
2026-04-13,North Butcher,Pork,$178.19,9,"$1,603.71"
2025-06-03,Fine Cuts MX,Ribs,$119.92,2,$239.84
2025-08-18,Fine Cuts MX,Sausage,$177.19,13,"$2,303.47"
,North Butcher,Beef,$117.22,5,$586.10
2025-08-31,North Butcher,Beef,$97.77,14,"$1,368.78"
2025-06-01,Happy Cow,Ribs,$137.15,1,$137.15
2025-11-10,Happy Cow,Pork,,14,"$2,294.32"
2026-01-21,Fine Cuts MX,Sausage,$140.59,3,$421.77
2025-05-20,Fine Cuts MX,Pork,$54.13,17,$920.21
2026-03-19,Happy Cow,Beef,$76.44,19,"$1,452.36"
2025-11-21,The Little Bull,Sausage,$276.24,10,"$2,762.40"
2025-09-28,The Little Bull,Pork,$80.17,12,$962.04
2026-01-30,The Little Bull,Ribs,$18.02,15,$270.30
,The Little Bull,Sausage,$158.49,16,"$2,535.84"
2026-04-19,Happy Cow,Beef,$175.04,19,"$3,325.76"
2025-08-02,Happy Cow,Ribs,$107.85,10,"$1,078.50"
2025-10-13,North Butcher,Chicken,$133.76,16,"$2,140.16"
2025-07-20,North Butcher,Sausage,$146.67,6,$880.02
2025-09-06,Super Meats,Sausage,$159.15,1,$159.15
,Super Meats,Ribs,$108.29,11,"$1,191.19"
2026-02-05,The Little Bull,Chicken,$137.09,9,"$1,233.81"
2025-05-10,Super Meats,Sausage,$193.43,16,"$3,094.88"
2026-01-02,Fine Cuts MX,Skirt Steak,$168.84,12,"$2,026.08"
2025-09-14,North Butcher,Ribs,$97.91,3,$293.73
2025-07-04,Happy Cow,Sausage,$134.68,14,"$1,885.52"
2025-12-06,The Little Bull,Beef,$72.56,8,$580.48
2025-05-09,The Little Bull,Sausage,$135.44,19,"$2,573.36"
2026-03-20,North Butcher,Beef,$169.33,8,"$1,354.64"
2025-06-13,Unknown,Ribs,$248.96,15,"$3,734.40"
2025-07-14,Fine Cuts MX,Beef,$153.66,19,"$2,919.54"
2025-08-25,Super Meats,Ribs,$127.49,8,"$1,019.92"
2026-02-14,Super Meats,Unknown,$112.20,14,"$1,570.80"
2025-09-22,Super Meats,Chicken,$167.77,,"$2,516.55"
2025-04-25,Fine Cuts MX,Skirt Steak,$59.54,4,$238.16
2025-05-03,Super Meats,Ribs,$185.11,12,"$2,221.32"
2026-03-12,Super Meats,Beef,$223.52,18,"$4,023.36"
2025-06-14,The Little Bull,Ribs,$268.46,15,"$4,026.90"
2026-03-05,Happy Cow,Sausage,$219.77,6,"$1,318.62"
2026-04-06,Fine Cuts MX,Ribs,$136.43,8,"$1,091.44"
,The Little Bull,Chicken,$126.80,2,$253.60
2025-05-05,Super Meats,Skirt Steak,$85.28,6,$511.68
2025-10-04,North Butcher,Beef,$109.08,10,"$1,090.80"
2025-10-01,Happy Cow,Skirt Steak,$124.86,13,"$1,623.18"
2025-12-16,The Little Bull,Sausage,$208.94,16,"$3,343.04"
2026-04-01,Happy Cow,Beef,$112.02,14,"$1,568.28"
2026-02-23,The Little Bull,Pork,$183.18,15,"$2,747.70"
2025-07-30,Happy Cow,Pork,,5,$553.55
2025-06-27,Fine Cuts MX,Beef,$224.92,6,"$1,349.52"
2025-09-11,Super Meats,Chicken,$173.52,9,"$1,561.68"
2025-06-29,Super Meats,Ribs,$248.62,11,"$2,734.82"
2025-10-10,The Little Bull,Sausage,$101.74,19,"$1,933.06"
2025-07-20,Happy Cow,Beef,$68.46,1,$68.46
2025-10-21,The Little Bull,Sausage,$280.74,8,"$2,245.92"
2025-12-26,Super Meats,Sausage,$170.11,7,"$1,190.77"
2025-08-03,North Butcher,Sausage,$119.02,19,"$2,261.38"
2025-12-21,The Little Bull,Pork,$105.93,10,"$1,059.30"
2025-10-03,North Butcher,Sausage,$190.81,14,"$2,671.34"
2025-08-12,North Butcher,Beef,$97.07,17,"$1,650.19"
2025-06-05,The Little Bull,Sausage,$189.87,7,"$1,329.09"
2025-12-02,North Butcher,Skirt Steak,$224.81,3,$674.43
2025-12-22,Super Meats,Ribs,$113.89,17,"$1,936.13"
2025-07-19,Unknown,Skirt Steak,$90.11,3,$270.33
2025-06-21,Fine Cuts MX,Pork,$136.89,6,$821.34
2025-12-01,North Butcher,Chicken,$144.03,17,"$2,448.51"
2025-07-04,The Little Bull,Pork,$163.92,2,$327.84
2025-11-17,Fine Cuts MX,Ribs,$74.05,13,$962.65
2025-08-20,The Little Bull,Beef,$220.68,16,"$3,530.88"
2025-10-19,North Butcher,Ribs,$127.10,11,"$1,398.10"
2025-07-25,Happy Cow,Beef,$173.77,5,$868.85
2026-02-08,Fine Cuts MX,Pork,$142.75,6,
2026-01-12,Fine Cuts MX,Skirt Steak,$91.69,13,"$1,191.97"
2025-07-26,Super Meats,Pork,$101.66,4,
2025-09-03,North Butcher,Beef,$209.08,16,"$3,345.28"
2026-03-24,Happy Cow,Sausage,$115.54,17,"$1,964.18"
2026-03-28,Happy Cow,Ribs,$79.89,4,$319.56
2025-08-30,The Little Bull,Beef,$37.72,5,$188.60
2025-11-07,Fine Cuts MX,Skirt Steak,$159.77,6,$958.62
2025-05-25,Happy Cow,Chicken,$113.67,18,"$2,046.06"
2025-05-10,The Little Bull,Chicken,$263.52,15,"$3,952.80"
2025-10-24,Fine Cuts MX,Beef,$152.69,5,$763.45
2025-07-26,The Little Bull,Beef,$146.73,8,"$1,173.84"
2025-05-20,Super Meats,Beef,$110.51,,"$1,768.16"
2026-03-20,The Little Bull,Sausage,$117.18,11,"$1,288.98"
2026-02-02,Super Meats,Skirt Steak,$156.55,17,"$2,661.35"
2026-04-08,Happy Cow,Sausage,$239.15,17,"$4,065.55"
2026-02-17,North Butcher,Skirt Steak,$137.63,13,"$1,789.19"
2025-10-07,North Butcher,Skirt Steak,$122.75,13,
2025-10-14,The Little Bull,Skirt Steak,$161.01,5,$805.05
2025-06-20,The Little Bull,Skirt Steak,$114.05,1,$114.05
2026-01-26,Happy Cow,Ribs,$114.27,9,"$1,028.43"
2025-05-02,Super Meats,Chicken,$123.55,12,"$1,482.60"
2026-03-19,Happy Cow,Beef,$96.21,5,$481.05
2025-09-16,The Little Bull,Ribs,$180.49,15,"$2,707.35"
,Super Meats,Skirt Steak,$148.00,18,"$2,664.00"
2025-12-19,Fine Cuts MX,Skirt Steak,$246.44,15,"$3,696.60"
2025-09-01,The Little Bull,Sausage,$152.33,12,"$1,827.96"
2026-01-26,Super Meats,Ribs,$207.71,4,$830.84
2026-04-05,Happy Cow,Pork,$73.72,18,"$1,326.96"
2025-05-28,The Little Bull,Pork,$182.36,10,"$1,823.60"
2025-11-20,Fine Cuts MX,Sausage,$99.31,10,$993.10
2026-01-01,Happy Cow,Chicken,$64.55,11,$710.05
2026-01-22,The Little Bull,Skirt Steak,$100.34,4,$401.36
2025-06-25,Super Meats,Pork,$95.71,16,"$1,531.36"
2026-03-18,Super Meats,Pork,$151.49,14,"$2,120.86"
2025-12-02,Super Meats,Ribs,,2,$304.34
2026-01-21,Happy Cow,Chicken,$194.51,15,"$2,917.65"
2025-07-15,Fine Cuts MX,Ribs,$108.86,11,"$1,197.46"
2025-09-13,Fine Cuts MX,Ribs,$98.10,,$686.70
2025-09-23,Happy Cow,Ribs,$201.12,19,"$3,821.28"
2026-01-04,Happy Cow,Skirt Steak,$71.35,14,$998.90
2025-08-03,Super Meats,Ribs,$97.37,4,$389.48
2025-04-30,The Little Bull,Skirt Steak,$131.23,17,"$2,230.91"
2025-04-29,Super Meats,Ribs,$147.56,6,$885.36
2025-11-11,The Little Bull,Ribs,$167.25,1,$167.25
2025-09-07,Super Meats,Pork,$51.74,10,$517.40
2025-11-23,The Little Bull,Beef,$189.39,7,"$1,325.73"
2025-09-11,Unknown,Beef,$137.60,9,"$1,238.40"
2025-07-10,North Butcher,Sausage,$185.60,19,"$3,526.40"
2026-02-10,Happy Cow,Beef,$101.55,13,"$1,320.15"
2025-11-21,North Butcher,Chicken,$95.56,12,"$1,146.72"
2025-06-26,Fine Cuts MX,Chicken,$138.63,18,
2025-12-12,Fine Cuts MX,Ribs,$31.69,15,$475.35
,Fine Cuts MX,Chicken,$99.00,17,"$1,683.00"
2025-08-26,North Butcher,Ribs,$204.80,3,$614.40
2026-03-29,Fine Cuts MX,Chicken,$112.89,19,"$2,144.91"
2025-12-06,Super Meats,Beef,$116.35,11,"$1,279.85"
2025-12-21,Super Meats,Chicken,$49.25,8,$394.00
2025-11-23,Happy Cow,Skirt Steak,$117.50,,"$2,115.00"
2025-09-07,Fine Cuts MX,Ribs,$126.58,8,"$1,012.64"
2025-08-22,North Butcher,Sausage,$101.61,4,$406.44
2025-08-15,The Little Bull,Sausage,$224.65,6,"$1,347.90"
2025-07-27,Fine Cuts MX,Skirt Steak,$709.95,11,"$7,809.45"
2025-08-18,North Butcher,Ribs,$93.43,10,$934.30
2025-10-23,Fine Cuts MX,Chicken,$194.37,13,"$2,526.81"
2025-11-02,Super Meats,Sausage,$83.01,12,
2025-10-14,Happy Cow,Ribs,$212.32,19,"$4,034.08"
2025-11-01,Happy Cow,Pork,,9,$750.06
2026-03-07,The Little Bull,Chicken,$109.07,8,
2025-07-22,North Butcher,Chicken,$194.89,19,"$3,702.91"
2026-01-19,Happy Cow,Ribs,$104.86,5,$524.30
2026-04-06,Super Meats,Beef,$139.71,13,"$1,816.23"
2025-12-13,Fine Cuts MX,Skirt Steak,$217.12,9,"$1,954.08"
2025-12-26,Fine Cuts MX,Chicken,$149.28,6,$895.68
2025-12-11,Happy Cow,Skirt Steak,,5,$609.55
2025-12-28,Fine Cuts MX,Beef,$118.44,4,$473.76
2025-10-14,Fine Cuts MX,Sausage,$179.97,10,"$1,799.70"
2025-07-09,Happy Cow,Beef,$138.56,4,$554.24
2025-08-13,Happy Cow,Pork,$152.21,10,"$1,522.10"
2026-03-06,Super Meats,Beef,$150.08,10,"$1,500.80"
2025-10-11,Super Meats,Ribs,$128.71,10,"$1,287.10"
,Super Meats,Pork,$199.06,15,"$2,985.90"
2025-05-31,North Butcher,Ribs,$191.05,16,"$3,056.80"
2026-01-30,Fine Cuts MX,Skirt Steak,$104.42,10,"$1,044.20"
2025-06-02,Super Meats,Chicken,$135.19,9,"$1,216.71"
2025-09-07,The Little Bull,Skirt Steak,$203.65,6,"$1,221.90"
2025-07-23,Super Meats,Sausage,$160.93,13,"$2,092.09"
2025-10-09,North Butcher,Pork,$195.19,6,"$1,171.14"
2025-07-24,Happy Cow,Chicken,$48.73,9,$438.57
2025-05-16,Unknown,Pork,$114.82,19,"$2,181.58"
2025-08-17,Fine Cuts MX,Pork,$182.05,13,"$2,366.65"
2025-11-03,Happy Cow,Skirt Steak,$186.27,17,"$3,166.59"
2026-02-22,Super Meats,Sausage,$193.10,5,$965.50
2025-11-19,Super Meats,Ribs,$79.58,7,$557.06
2026-01-23,North Butcher,Beef,$108.56,12,"$1,302.72"
2025-12-10,Fine Cuts MX,Sausage,$198.82,16,"$3,181.12"
2025-10-24,Super Meats,Chicken,$99.20,6,$595.20
2025-08-20,North Butcher,Ribs,$131.63,16,"$2,106.08"
2025-12-28,Fine Cuts MX,Sausage,$140.89,2,$281.78
2025-05-08,North Butcher,Sausage,$231.35,15,"$3,470.25"
2026-03-06,Fine Cuts MX,Beef,$199.30,1,$199.30
2025-12-09,Super Meats,Pork,$117.47,13,"$1,527.11"
2025-10-20,Super Meats,Skirt Steak,$133.67,14,"$1,871.38"
2026-03-07,The Little Bull,Sausage,$99.97,4,$399.88
2025-09-22,North Butcher,Unknown,$107.25,2,$214.50
2025-10-29,Happy Cow,Pork,$42.40,10,$424.00
2025-09-06,Super Meats,Beef,$172.24,10,"$1,722.40"
2026-01-13,North Butcher,Chicken,$173.93,17,"$2,956.81"
2025-11-11,Super Meats,Skirt Steak,$77.76,6,$466.56
2025-08-11,North Butcher,Ribs,$90.11,14,"$1,261.54"
2026-03-04,North Butcher,Chicken,$168.52,11,"$1,853.72"
2025-04-27,Happy Cow,Ribs,$182.70,2,$365.40
2025-12-13,The Little Bull,Beef,$173.85,19,"$3,303.15"
2026-03-27,Happy Cow,Skirt Steak,$179.23,19,"$3,405.37"
2026-03-17,The Little Bull,Ribs,$136.59,15,"$2,048.85"
2026-02-22,Unknown,Ribs,$139.62,17,"$2,373.54"
2026-01-08,Happy Cow,Beef,$216.07,17,"$3,673.19"
2025-10-08,The Little Bull,Ribs,$143.40,8,"$1,147.20"
2026-02-15,Fine Cuts MX,Beef,$178.76,18,"$3,217.68"
2026-02-03,North Butcher,Beef,$205.63,9,"$1,850.67"
2025-11-01,North Butcher,Chicken,$146.44,4,$585.76
2025-07-21,Fine Cuts MX,Skirt Steak,$165.25,28,"$4,627.00"
,Super Meats,Unknown,$158.16,6,$948.96
2026-04-21,The Little Bull,Ribs,$180.25,2,$360.50
2025-10-05,The Little Bull,Sausage,$179.40,17,"$3,049.80"
2025-06-05,Fine Cuts MX,Beef,$68.17,1,$68.17
2025-06-29,The Little Bull,Ribs,$202.93,13,"$2,638.09"
2025-10-19,North Butcher,Skirt Steak,$564.95,12,"$6,779.40"
2025-08-04,North Butcher,Ribs,$263.61,19,"$5,008.59"
2025-06-07,North Butcher,Pork,$195.49,5,$977.45
2025-04-26,Super Meats,Beef,$145.52,13,"$1,891.76"
2025-06-10,Fine Cuts MX,Ribs,$153.79,18,"$2,768.22"
2025-12-11,Fine Cuts MX,Skirt Steak,$192.61,8,"$1,540.88"
2025-11-19,North Butcher,Pork,$174.97,2,
2026-03-17,Unknown,Sausage,$133.01,13,"$1,729.13"
2025-11-24,The Little Bull,Ribs,$106.97,7,$748.79
2025-12-27,North Butcher,Sausage,$821.24,10,"$8,212.40"
,The Little Bull,Skirt Steak,$188.60,19,"$3,583.40"
2025-08-16,Fine Cuts MX,Ribs,$96.27,12,
2025-06-17,Happy Cow,Pork,$83.70,1,$83.70
2025-08-18,Fine Cuts MX,Beef,$96.36,18,"$1,734.48"
2025-07-24,Super Meats,Skirt Steak,$104.20,13,"$1,354.60"
2026-01-04,Happy Cow,Beef,$43.86,9,$394.74
2026-03-14,North Butcher,Beef,$138.31,14,"$1,936.34"
2025-05-16,Super Meats,Skirt Steak,$146.36,14,"$2,049.04"
2026-02-14,Super Meats,Beef,$203.99,11,"$2,243.89"
2025-06-01,Fine Cuts MX,Unknown,$218.84,2,$437.68
2025-12-14,Fine Cuts MX,Chicken,$180.53,4,$722.12
2025-09-30,The Little Bull,Ribs,$84.08,14,
2026-01-16,Super Meats,Chicken,$148.35,5,$741.75
2026-02-01,Happy Cow,Chicken,$124.82,14,"$1,747.48"
2025-12-24,Happy Cow,Unknown,$157.06,18,
2026-04-03,Fine Cuts MX,Chicken,$157.26,16,"$2,516.16"
2026-01-05,North Butcher,Chicken,$77.93,16,"$1,246.88"
2026-03-01,Super Meats,Beef,$127.93,3,$383.79
2025-09-06,Super Meats,Unknown,$30.74,17,$522.58
2025-08-06,Fine Cuts MX,Ribs,$152.09,6,$912.54
2025-07-09,North Butcher,Pork,$92.80,15,"$1,392.00"
2025-08-16,North Butcher,Chicken,$220.57,19,"$4,190.83"
2026-03-24,Super Meats,Sausage,$189.27,17,"$3,217.59"
2025-11-03,Happy Cow,Beef,$149.11,13,"$1,938.43"
